Date,Carbohydrates,Fiber,Protein,Fat,Item Description,Item Code,Quantity,Unit Price,Carbohydrates (g),Fiber (g),Protein (g),Fat (g),Total Price
25/1/2023,250,0,925,1380,MEGA FOOD AUSTRALIAN CHEDDAR 12SLICES,PKS6071,25, RM8.39 ,10,0,37,55.2,209.75
25/1/2023,0,0,17.5,1400,MEGA FOOD BUTTER SALTED 250G,PKS3507,7, RM8.40 ,0,0,2.5,200,58.80
25/1/2023,13.5,0,13.5,1847.25,MEGA FOOD BUTTER UNSALTED 250G,PKS3506,9, RM8.40 ,1.5,0,1.5,205.25,75.60
17/4/2023,26.4,0,4.4,13.2,MEIJI YAN YAN VANILLA 44G,PKS5835,1, RM2.60 ,26.4,0,4.4,13.2,2.60
28/6/2023,200,0,0,0,MENTOS MINI FRUIT MIX 100PCS,PKS0147,1, RM20.50 ,200,0,0,0,20.50
17/1/2023,456,0,24,24,MENTOS MINI RAINBOW 100PCS,PKS0146,1, RM20.50 ,456,0,24,24,20.50
18/1/2023,290,20,40,70,MI SEDAAP KOREAN SPICY CHICKEN 5PCS,PKS2594,1, RM4.64 ,290,20,40,70,4.64
16/2/2023,290,20,40,70,MI SEDAAP KOREAN SPICY CHICKEN 5PCS,PKS2594,1, RM4.84 ,290,20,40,70,4.84
23/6/2023,24,1.2,4.8,3.6,MILO ORI 240ML (TIN),PKS1388,1, RM2.45 ,24,1.2,4.8,3.6,2.45
21/2/2023,330,0,0,0,MIMI LOLLIPOP 30PCS,PKS6332,1, RM9.00 ,330,0,0,0,9.00
23/2/2023,903,0,63,10.5,MIMICO JELLY DROPS 350G,PKS0453,3, RM3.65 ,301,0,21,3.5,10.95
7/3/2023,336,16,16,96,MINI OREO CHOCOLATE 8PCS,PKS4100,2, RM6.03 ,168,8,8,48,12.06
28/8/2023,8064,384,384,2304,MINI OREO ORIGINAL 8PCS,PKS4101,48, RM6.03 ,168,8,8,48,289.44
16/5/2023,74.9,0,8.96,48.86,MISTER POTATO BBQ 75G,PKS4352,2, RM2.32 ,37.45,0,4.48,24.43,4.64
16/8/2023,1507.44,121.44,150.48,726,MISTER POTATO HOT & SPICY 22GX20PCS (NEW),PKS4563,6, RM14.20 ,251.24,20.24,25.08,121,85.20
16/5/2023,251.24,20.24,25.08,121,MISTER POTATO SYOK WAVE SEAFOOD 20PCS (NEW),PKS6055,1, RM14.20 ,251.24,20.24,25.08,121,14.20
16/5/2023,426.66,0,50.7,251.94,MISTER POTATO SYOK WAVE SEAFOOD 65G,PKS1626,12, RM2.30 ,35.56,0,4.23,21,27.60
16/5/2023,106.665,0,12.675,62.985,MISTER POTATO SYOK WAVE SEAFOOD 65G,PKS1626,3, RM2.30 ,35.56,0,4.23,21,6.90
11/7/2023,180,0,0,0,MIX CC STICK CANDY 30PCS,PKS6288,3, RM9.00 ,60,0,0,0,27.00
27/6/2023,100,0,0,0,MIXX KONJAC JELLY 40PCS,PKS6186,1, RM12.00 ,100,0,0,0,12.00
16/5/2023,100,0,0,0,MIXX KONJAC JELLY 40PCS,PKS6186,1, RM12.00 ,100,0,0,0,12.00
14/3/2023,1200,0,0,0,MIXX KONJAC JELLY 40PCS,PKS6186,12, RM12.00 ,100,0,0,0,144.00
10/1/2023,100,0,0,0,MIXX KONJAC JELLY 40PCS,PKS6186,1, RM12.00 ,100,0,0,0,12.00
1/6/2023,100,0,0,0,MIXX KONJAC JELLY 40PCS,PKS6186,1, RM12.00 ,100,0,0,0,12.00
18/4/2023,134.75,0,13.75,93.5,MORE CHOCO CUBES 55G,PKS6050,5, RM1.70 ,26.95,0,2.75,18.7,8.50
18/4/2023,539,0,55,374,MORE MALTED CUBES 55G,PKS6051,20, RM1.70 ,26.95,0,2.75,18.7,34.00
18/4/2023,539,0,55,374,MORE ROSE BANDUNG CUBES 55G,PKS6052,20, RM1.70 ,26.95,0,2.75,18.7,34.00
16/5/2023,120,0,60,60,MOTOKAR SERBUK JINTAN MANIS 100G,PKS1162,3, RM1.40 ,40,0,20,20,4.20
22/3/2023,181,0,18.5,11.25,MOTOKAR SERBUK KUNYIT 250G,PKS1156,1, RM3.20 ,181,0,18.5,11.25,3.20
7/2/2023,905,0,92.5,56.25,MOTOKAR SERBUK KUNYIT 250G,PKS1156,5, RM3.20 ,181,0,18.5,11.25,16.00
7/2/2023,2896,0,296,180,MOTOKAR SERBUK KUNYIT 500G,PKS1155,8, RM6.30 ,362,0,37,22.5,50.40
7/2/2023,198,7.5,31.8,10.5,MOTOKAR SERBUK LADA HITAM 100G,PKS1163,3, RM5.70 ,66,2.5,10.6,3.5,17.10
16/5/2023,336,15,52.2,57.6,MOTOKAR SERBUK LADA PUTIH 100G,PKS1164,6, RM6.70 ,56,2.5,8.7,9.6,40.20
16/5/2023,28,1.25,4.35,4.8,MOTOKAR SERBUK LADA PUTIH 55G,PKS4005,1, RM5.20 ,28,1.25,4.35,4.8,5.20
28/6/2023,67.25,6.875,7.875,35.125,MR POTATO CRISPS BBQ 125G,PKS1615,1, RM3.55 ,67.25,6.88,7.88,35.13,3.55
13/2/2023,158.05,15.66,17.4,78.3,MR POTATO CRISPS ORI 145G,PKS1614,2, RM3.55 ,79.03,7.83,8.7,39.15,7.10
30/3/2023,750,0,75,0,MUDIM KICAP ISTIMEWA 2.5KG,PKS0823,1, RM11.33 ,750,0,75,0,11.33
30/3/2023,875,0,100,0,MUDIM SOS CILI PEDAS 2.5KG,PKS0824,1, RM11.33 ,875,0,100,0,11.33
14/2/2023,3887.46,56.34,394.38,1183.14,MUNCHY'S C/KER S/WICH BUTTER 313G,PKS0521,18, RM4.28 ,215.97,3.13,21.91,65.73,77.04
14/2/2023,355.6,15.24,45.72,91.44,MUNCHY'S CHEERMIX 508G,PKS0657,1, RM7.10 ,355.6,15.24,45.72,91.44,7.10
14/2/2023,125.4,5.7,13.3,43.7,MUNCHY'S LEXUS CHOCO 190G,PKS0518,1, RM4.83 ,125.4,5.7,13.3,43.7,4.83
4/9/2023,752.4,34.2,79.8,262.2,MUNCHY'S LEXUS CHOCO 190G,PKS0518,6, RM4.64 ,125.4,5.7,13.3,43.7,27.84
14/2/2023,851.2,39.9,93.1,319.2,MUNCHY'S LEXUS LEMON CREAM 190G,PKS3157,7, RM4.83 ,121.6,5.7,13.3,45.6,33.81
14/2/2023,657,9,81,135,MUNCHY'S LEXUS LEMON CREAM 190G,PKS3157,3, RM4.83 ,219,3,27,45,14.49
14/2/2023,438,6,54,90,MUNCHY'S MARIE CAPPUCCINO 300G,PKS0507,2, RM4.33 ,219,3,27,45,8.66
4/7/2023,438,12,48,96,MUNCHY'S MARIE CAPPUCCINO 300G,PKS0507,2, RM4.11 ,219,6,24,48,8.22
4/7/2023,219,6,24,48,MUNCHY'S MARIE ORI 300G,PKS0506,1, RM4.11 ,219,6,24,48,4.11
14/2/2023,284.7,7.8,31.2,62.4,MUNCHY'S VEGE CRACKERS 390G,PKS3158,6, RM4.07 ,47.45,1.3,5.2,10.4,24.42
19/5/2023,96.6,0,9.8,28,NABATI RICHOCO 7GX20PCS,PKS1538,1, RM3.40 ,96.6,0,9.8,28,3.40
18/1/2023,96.6,0,9.8,28,NABATI RICHOCO 7GX20PCS,PKS1538,1, RM3.40 ,96.6,0,9.8,28,3.40
23/6/2023,17.8,0,3.8,1.4,NESCAFE LATTE 240ML (TIN),PKS1325,1, RM2.45 ,17.8,0,3.8,1.4,2.45
23/6/2023,120,0,9.5,18,NESCAFE TARIK 240ML (TIN),PKS1824,5, RM2.45 ,24,0,1.9,3.6,12.25
4/7/2023,55,15,5,17.5,NIPS PEANUT&RAISIN CHOC 70G,PKS0879,1, RM2.13 ,55,15,5,17.5,2.13
3/7/2023,1664,0,0,0,NUTRIFRES LYCHEE 1LIT,PKS0016,2, RM8.55 ,832,0,0,0,17.10
3/7/2023,832,0,0,0,NUTRIFRES PINK GUAVA 1LIT,PKS0018,1, RM8.55 ,832,0,0,0,8.55
27/7/2023,832,0,0,0,NUTRIFRES SEA C/NUT LONGAN 1LIT,PKS0377,1, RM8.55 ,832,0,0,0,8.55
2/5/2023,220.35,0,4.52,0,OBH AAA LYCHEE 565G,PKS4484,2, RM3.50 ,110.18,0,2.26,0,7.00
7/3/2023,54,2.7,5.4,16.2,OREO PEANUT BUTTER & CHOC 9X29.4G,PKS3285,1, RM5.25 ,54,2.7,5.4,16.2,5.25
3/6/2023,94.432,4.086,6.356,27.694,OREO SMALL CRUSHED COOKIES PIECES 454G,PKS4961,1, RM9.46 ,94.43,4.09,6.36,27.69,9.46
3/2/2023,188.864,8.172,12.712,55.388,OREO SMALL CRUSHED COOKIES PIECES 454G,PKS4961,2, RM9.46 ,94.43,4.09,6.36,27.69,18.92
9/9/2023,375,6,28.5,90,ORI BIS BERKRIM STRAW 4808 630G,PKS1023,5, RM6.20 ,75,1.2,5.7,18,31.00
21/8/2023,563.64,0,51.24,194.04,ORI BISKUT BERKRIM KOPI PUTIH 420G,PKS1669,2, RM4.96 ,281.82,0,25.62,97.02,9.92
21/8/2023,1690.92,0,153.72,582.12,ORI BISKUT BERKRIM STRAWBERI 420G,PKS1670,6, RM4.96 ,281.82,0,25.62,97.02,29.76
9/9/2023,1127.28,0,102.48,388.08,ORI BISKUT BERKRIM SUSU 3221 560G,PKS0982,3, RM6.41 ,375.76,0,34.16,129.36,19.23
9/9/2023,754.875,0,68.625,259.875,ORI BISKUT SARAPAN CHOCO 4211 375G,PKS0509,3, RM4.96 ,251.63,0,22.88,86.63,14.88
9/9/2023,1180.96,0,107.36,406.56,ORI BISKUT SARAPAN SUSU 3641 440G,PKS0510,4, RM4.90 ,295.24,0,26.84,101.64,19.60
21/8/2023,805.2,0,73.2,277.2,ORI SALTED SAVOURY CRACKER 400G,PKS6119,3, RM4.96 ,268.4,0,24.4,92.4,14.88
21/7/2023,260.4,8.4,29.4,92.4,ORIENTAL ROTA 30PCS,PKS0209,1, RM8.80 ,260.4,8.4,29.4,92.4,8.80
25/8/2023,226.8,0,29.4,105,ORIENTAL SUPER RING 30PCS,PKS0184,1, RM8.80 ,226.8,0,29.4,105,8.80
19/7/2023,226.8,0,29.4,105,ORIENTAL SUPER RING 30PCS,PKS0184,1, RM8.80 ,226.8,0,29.4,105,8.80
16/5/2023,453.6,0,58.8,210,ORIENTAL SUPER RING 30PCS,PKS0184,2, RM8.80 ,226.8,0,29.4,105,17.60
18/7/2023,17.2,1.2,7.2,3.6,ORIGINA DAIRY TAMAR MILK 200ML,PKS5077,1, RM2.70 ,17.2,1.2,7.2,3.6,2.70
22/5/2023,4.2,0,0.6,0,ORIGINA VITAMIN 1000MG ORANGE 200ML,PKS1334,1, RM2.78 ,4.2,0,0.6,0,2.78
19/6/2023,170,0,5,0,PANDA KERUPUK SINGKONG PEDAS 500G,PKS1895,1, RM3.15 ,170,0,5,0,3.15
21/2/2023,325.6,0,9.2,0,PANDA MARSHMALLOW 80PCS,PKS1004,1, RM6.60 ,325.6,0,9.2,0,6.60
13/6/2023,216.2,0,0,0,PANS EGG LOLLIPOP 30PCS,PKS3487,1, RM8.80 ,216.2,0,0,0,8.80
30/3/2023,248,0,8,0,PEACE LYCHEE KING 565G,PKS1293,2, RM6.50 ,124,0,4,0,13.00
7/2/2023,210,0,0,0,PEARL CANDY 30PCS,PKS2604,1, RM8.80 ,210,0,0,0,8.80
9/6/2023,1080,60,270,990,PICK GREEN PEA SNACK 30PCS,PKS0218,1, RM4.60 ,1080,60,270,990,4.60
23/2/2023,0,0,0,1572.48,PLANTA MARGARINE 480G,PKS5927,4, RM10.26 ,0,0,0,393.12,41.04
1/8/2023,597,0,0,3,POACHED EGG SHAPE PUDDING JELLY 30PCS,PKS6275,1, RM9.00 ,597,0,0,3,9.00
1/3/2023,597,0,0,3,POACHED EGG SHAPE PUDDING JELLY 30PCS,PKS6275,1, RM9.00 ,597,0,0,3,9.00
17/7/2023,1027,0,39,0,POWER ROOT 250ML,PKS2916,26, RM2.40 ,39.5,0,1.5,0,62.40
14/4/2023,39.5,0,1.5,0,POWER ROOT 250ML,PKS2916,1, RM53.08 ,39.5,0,1.5,0,53.08
3/7/2023,75.8,3.6,11.6,1.2,PREGO BUDDIES ANIMAL PASTA 200G,PKS6030,2, RM2.28 ,37.9,1.8,5.8,0.6,4.56
3/7/2023,75.8,3.6,11.6,1.2,PREGO BUDDIES OCEAN PASTA 200G,PKS6032,2, RM2.28 ,37.9,1.8,5.8,0.6,4.56
17/7/2023,420,0,96,540,PREGO CHEESE & HERB 300G (TIN),PKS3406,20, RM4.62 ,21,0,4.8,27,92.40
28/8/2023,16.5,0,1.2,7.6,PREGO CHEESY ALFREDO 350G,PKS6029,1, RM7.15 ,16.5,0,1.2,7.6,7.15
3/7/2023,66,0,4.8,30.4,PREGO CHEESY ALFREDO 350G,PKS6029,4, RM6.32 ,16.5,0,1.2,7.6,25.28
17/7/2023,74.4,0,14.4,16.8,PREGO MUSHROOM 300G (TIN),PKS3405,2, RM4.74 ,37.2,0,7.2,8.4,9.48
30/3/2023,57.3,0,5.1,3.6,PREGO TRADISI 350G,PKS4772,1, RM6.32 ,57.3,0,5.1,3.6,6.32
22/8/2023,2600,0,104,0,PRINCESS MARSHMALLOW 30PCS,PKS0087,13, RM8.80 ,200,0,8,0,114.40
13/6/2023,4680,0,0,540,PRINCESS POPPING CANDY 60PCS,PKS0406,6, RM16.40 ,780,0,0,90,98.40
3/7/2023,215.73,0,19.71,0,QEQE SUSHI GUMMY CANDY 30PCS,PKS5671,1, RM7.80 ,215.73,0,19.71,0,7.80
29/4/2023,408,0,288,360,RAFFIE MINI CHICKEN BITES 400G,PKS6116,6, RM8.00 ,68,0,48,60,48.00
21/2/2023,280,0,0,20,RAINBOW SPARY 20PCS,PKS0986,1, RM6.00 ,280,0,0,20,6.00
14/3/2023,560,0,0,40,RAINBOW SPARY 20PCS,PKS0986,2, RM6.00 ,280,0,0,20,12.00
11/7/2023,280,0,0,20,RAINBOW SPARY 20PCS,PKS0986,1, RM6.00 ,280,0,0,20,6.00
1/3/2023,560,0,0,40,RAINBOW SPARY 20PCS,PKS0986,2, RM6.00 ,280,0,0,20,12.00
1/2/2023,280,0,0,20,RAINBOW SPARY 20PCS,PKS0986,1, RM6.00 ,280,0,0,20,6.00
19/5/2023,27.5,0,0,0,REX APPLE DRINK 250ML,PKS6094,1, RM15.84 ,27.5,0,0,0,15.84
9/1/2023,27.5,0,0,0,REX APPLE DRINK 250ML,PKS6094,1, RM0.63 ,27.5,0,0,0,0.63
7/6/2023,27.5,0,0,0,REX APPLE DRINK 250ML,PKS6094,1, RM0.66 ,27.5,0,0,0,0.66
6/5/2023,27.5,0,0,0,REX APPLE DRINK 250ML,PKS6094,1, RM15.84 ,27.5,0,0,0,15.84
21/2/2023,152.15,0,35.7,3.4,REX KACANG PANGGANG 425G,PKS6080,2, RM2.51 ,76.08,0,17.85,1.7,5.02
21/2/2023,106.25,59.5,79.9,6.8,REX KACANG PEA 425G,PKS6081,2, RM2.51 ,53.13,29.75,39.95,3.4,5.02
9/1/2023,28.3,0,0.8,0,REX ORANGE DRINK 250ML,PKS6092,1, RM0.63 ,28.3,0,0.8,0,0.63
7/6/2023,86.7,0,0.3,0,REX REXBERRY DRINK 250ML,PKS6093,3, RM0.66 ,28.9,0,0.1,0,1.98
12/7/2023,62.8,0,6.4,0,RIBENA B'CURRANT PASTILLES 40G,PKS2846,2, RM2.89 ,31.4,0,3.2,0,5.78
23/2/2023,163.2,0,0,7.2,RICO ASSORTED PUDDING 24PCS,PKS0635,1, RM3.32 ,163.2,0,0,7.2,3.32
23/2/2023,163.2,0,0,7.2,RICO ASSORTED PUDDING 24PCS,PKS0635,1, RM3.65 ,163.2,0,0,7.2,3.65
14/2/2023,326.4,0,0,14.4,RICO ASSORTED PUDDING 24PCS,PKS0635,2, RM3.65 ,163.2,0,0,7.2,7.30
10/2/2023,163.2,0,0,7.2,RICO ASSORTED PUDDING 24PCS,PKS0635,1, RM3.32 ,163.2,0,0,7.2,3.32
5/1/2023,163.2,0,0,7.2,RICO ASSORTED PUDDING 24PCS,PKS0635,1, RM3.32 ,163.2,0,0,7.2,3.32
5/1/2023,326.4,0,0,14.4,RICO ASSORTED PUDDING 24PCS,PKS0635,2, RM3.32 ,163.2,0,0,7.2,6.64
3/7/2023,326.4,0,0,14.4,RICO ASSORTED PUDDING 24PCS,PKS0635,2, RM3.65 ,163.2,0,0,7.2,7.30
23/8/2023,168,0,0,12,RICO AUTO-MAN PUDDING 24PCS,PKS1780,1, RM3.65 ,168,0,0,12,3.65
19/4/2023,504,0,0,36,RICO AUTO-MAN PUDDING 24PCS,PKS1780,3, RM3.65 ,168,0,0,12,10.95
14/2/2023,504,0,0,36,RICO AUTO-MAN PUDDING 24PCS,PKS1780,3, RM3.65 ,168,0,0,12,10.95
5/1/2023,336,0,0,24,RICO AUTO-MAN PUDDING 24PCS,PKS1780,2, RM3.32 ,168,0,0,12,6.64
5/1/2023,336,0,0,24,RICO AUTO-MAN PUDDING 24PCS,PKS1780,2, RM3.32 ,168,0,0,12,6.64
3/7/2023,168,0,0,12,RICO AUTO-MAN PUDDING 24PCS,PKS1780,1, RM3.65 ,168,0,0,12,3.65
23/8/2023,675,0,3,27,RICO GRAPE PUDDING 24PCS,PKS0638,1, RM3.65 ,675,0,3,27,3.65
23/2/2023,675,0,3,27,RICO GRAPE PUDDING 24PCS,PKS0638,1, RM3.65 ,675,0,3,27,3.65
19/4/2023,675,0,3,27,RICO GRAPE PUDDING 24PCS,PKS0638,1, RM3.65 ,675,0,3,27,3.65
5/1/2023,1350,0,6,54,RICO GRAPE PUDDING 24PCS,PKS0638,2, RM3.32 ,675,0,3,27,6.64
23/8/2023,6400,0,0,0,RICO JELLY CUP 100PCS,PKS0108,8, RM5.43 ,800,0,0,0,43.44
23/2/2023,800,0,0,0,RICO JELLY CUP 100PCS,PKS0108,1, RM4.85 ,800,0,0,0,4.85
23/2/2023,1600,0,0,0,RICO JELLY CUP 100PCS,PKS0108,2, RM4.85 ,800,0,0,0,9.70
19/4/2023,8000,0,0,0,RICO JELLY CUP 100PCS,PKS0108,10, RM5.43 ,800,0,0,0,54.30
18/7/2023,1600,0,0,0,RICO JELLY CUP 100PCS,PKS0108,2, RM5.43 ,800,0,0,0,10.86
18/5/2023,800,0,0,0,RICO JELLY CUP 100PCS,PKS0108,1, RM5.43 ,800,0,0,0,5.43
14/2/2023,800,0,0,0,RICO JELLY CUP 100PCS,PKS0108,1, RM4.85 ,800,0,0,0,4.85
13/6/2023,800,0,0,0,RICO JELLY CUP 100PCS,PKS0108,1, RM5.43 ,800,0,0,0,5.43
12/5/2023,1600,0,0,0,RICO JELLY CUP 100PCS,PKS0108,2, RM5.43 ,800,0,0,0,10.86
9/3/2023,1600,0,0,0,RICO JELLY CUP 100PCS,PKS0108,2, RM4.85 ,800,0,0,0,9.70
5/1/2023,4800,0,0,0,RICO JELLY CUP 100PCS,PKS0108,6, RM4.85 ,800,0,0,0,29.10
5/1/2023,800,0,0,0,RICO JELLY CUP 100PCS,PKS0108,1, RM4.85 ,800,0,0,0,4.85
3/7/2023,2400,0,0,0,RICO JELLY CUP 100PCS,PKS0108,3, RM5.43 ,800,0,0,0,16.29
9/6/2023,36,0,0,0,RICO JELLY DRINK 6PCSX75GM,PKS0656,1, RM1.87 ,36,0,0,0,1.87
5/1/2023,60,0,0,0,RICO LONG JELLY 10PCS,PKS0651,2, RM1.98 ,30,0,0,0,3.96
23/8/2023,217.6,0,0,9.6,RICO LYCHEE PUDDING 24PCS,PKS0637,1, RM3.65 ,217.6,0,0,9.6,3.65
14/2/2023,1305.6,0,0,57.6,RICO LYCHEE PUDDING 24PCS,PKS0637,6, RM3.65 ,217.6,0,0,9.6,21.90
10/2/2023,2176,0,0,96,RICO LYCHEE PUDDING 24PCS,PKS0637,10, RM4.02 ,217.6,0,0,9.6,40.20
18/5/2023,435.2,0,0,19.2,RICO MANGO PUDDING 24PCS,PKS0636,2, RM3.65 ,217.6,0,0,9.6,7.30
14/2/2023,217.6,0,0,9.6,RICO MANGO PUDDING 24PCS,PKS0636,1, RM3.65 ,217.6,0,0,9.6,3.65
9/6/2023,217.6,0,0,9.6,RICO MANGO PUDDING 24PCS,PKS0636,1, RM3.65 ,217.6,0,0,9.6,3.65
3/7/2023,435.2,0,0,19.2,RICO MANGO PUDDING 24PCS,PKS0636,2, RM3.65 ,217.6,0,0,9.6,7.30
23/2/2023,75,0,0,12.5,RICO MIX FRUIT JELLY 250G,PKS0640,1, RM0.83 ,75,0,0,12.5,0.83
18/5/2023,75,0,0,12.5,RICO MIX FRUIT JELLY 250G,PKS0640,1, RM0.83 ,75,0,0,12.5,0.83
12/5/2023,75,0,0,12.5,RICO MIX FRUIT JELLY 250G,PKS0640,1, RM0.83 ,75,0,0,12.5,0.83
9/6/2023,75,0,0,12.5,RICO MIX FRUIT JELLY 250G,PKS0640,1, RM0.83 ,75,0,0,12.5,0.83
5/1/2023,150,0,0,25,RICO MIX FRUIT JELLY 250G,PKS0640,2, RM0.83 ,75,0,0,12.5,1.66
18/5/2023,240,0,0,0,RICO NATA DE COCO GRAPE 1500G,PKS6422,1, RM4.90 ,240,0,0,0,4.90
13/6/2023,240,0,0,0,RICO NATA DE COCO LYCHEE 1500G,PKS6423,1, RM4.90 ,240,0,0,0,4.90
23/8/2023,217.6,0,0,9.6,RICO ORANGE PUDDING 24PCS,PKS0107,1, RM3.65 ,217.6,0,0,9.6,3.65
23/2/2023,217.6,0,0,9.6,RICO ORANGE PUDDING 24PCS,PKS0107,1, RM3.65 ,217.6,0,0,9.6,3.65
18/5/2023,217.6,0,0,9.6,RICO ORANGE PUDDING 24PCS,PKS0107,1, RM3.65 ,217.6,0,0,9.6,3.65
14/2/2023,217.6,0,0,9.6,RICO PINEAPPLE PUDDING 24PCS,PKS0633,1, RM3.65 ,217.6,0,0,9.6,3.65
12/5/2023,217.6,0,0,9.6,RICO PINEAPPLE PUDDING 24PCS,PKS0633,1, RM3.65 ,217.6,0,0,9.6,3.65
10/2/2023,2176,0,0,96,RICO PINEAPPLE PUDDING 24PCS,PKS0633,10, RM4.02 ,217.6,0,0,9.6,40.20
9/3/2023,1088,0,0,48,RICO PINEAPPLE PUDDING 24PCS,PKS0633,5, RM3.65 ,217.6,0,0,9.6,18.25
23/2/2023,800,0,0,0,RICO PUDDING CUP 100PCS,PKS0280,1, RM5.47 ,800,0,0,0,5.47
18/7/2023,800,0,0,0,RICO PUDDING CUP 100PCS,PKS0280,1, RM5.47 ,800,0,0,0,5.47
9/6/2023,800,0,0,0,RICO PUDDING CUP 100PCS,PKS0280,1, RM5.47 ,800,0,0,0,5.47
5/1/2023,800,0,0,0,RICO PUDDING CUP 100PCS,PKS0280,1, RM5.47 ,800,0,0,0,5.47
3/7/2023,800,0,0,0,RICO PUDDING CUP 100PCS,PKS0280,1, RM5.47 ,800,0,0,0,5.47
9/6/2023,36,0,0,0,RICO PUDDING CUP 6PCSX75GM,PKS0655,1, RM1.87 ,36,0,0,0,1.87
5/1/2023,168,0,0,12,RICO PUDDING POPPEN 24PCS,PKS5106,1, RM4.00 ,168,0,0,12,4.00
3/7/2023,336,0,0,24,RICO PUDDING POPPEN 24PCS,PKS5106,2, RM4.03 ,168,0,0,12,8.06
18/5/2023,217.6,0,0,9.6,RICO STRAW PUDDING 24PCS,PKS0634,1, RM3.65 ,217.6,0,0,9.6,3.65
5/1/2023,870.4,0,0,38.4,RICO STRAW PUDDING 24PCS,PKS0634,4, RM3.32 ,217.6,0,0,9.6,13.28
3/7/2023,217.6,0,0,9.6,RICO STRAW PUDDING 24PCS,PKS0634,1, RM3.65 ,217.6,0,0,9.6,3.65
23/2/2023,648,0,0,0,RICO UMBRELLA PUDDING 24PCS,PKS4899,3, RM4.00 ,216,0,0,0,12.00
23/2/2023,432,0,0,0,RICO UMBRELLA PUDDING 24PCS,PKS4899,2, RM4.00 ,216,0,0,0,8.00
19/4/2023,648,0,0,0,RICO UMBRELLA PUDDING 24PCS,PKS4899,3, RM4.00 ,216,0,0,0,12.00
18/5/2023,216,0,0,0,RICO UMBRELLA PUDDING 24PCS,PKS4899,1, RM4.00 ,216,0,0,0,4.00
14/2/2023,216,0,0,0,RICO UMBRELLA PUDDING 24PCS,PKS4899,1, RM4.00 ,216,0,0,0,4.00
5/1/2023,648,0,0,0,RICO UMBRELLA PUDDING 24PCS,PKS4899,3, RM4.00 ,216,0,0,0,12.00
3/7/2023,648,0,0,0,RICO UMBRELLA PUDDING 24PCS,PKS4899,3, RM4.03 ,216,0,0,0,12.09
16/8/2023,9000,0,0,90,RINDU ICE POP 90PCS,PKS1778,10, RM11.00 ,900,0,0,9,110.00
2/5/2023,888,42,84,460.2,ROUNDIES CHOCO 250G,PKS0952,6, RM4.73 ,148,7,14,76.7,28.38
16/3/2023,750,0,150,0,SAJI SOS CILI 500G,PKS5792,10, RM3.68 ,75,0,15,0,36.80
16/3/2023,846,0,30,0,SAJI SOS TOMATO 485G,PKS5791,6, RM3.68 ,141,0,5,0,22.08
10/2/2023,0,0,0,0,SAJIKU GARAM HALUS 1KG,PKS2884,1, RM1.00 ,0,0,0,0,1.00
24/5/2023,474.4,0,35.2,12.8,SAJIKU KUAH ROJAK ASLI 200G,PKS2878,4, RM2.50 ,118.6,0,8.8,3.2,10.00
10/2/2023,118.6,0,8.8,3.2,SAJIKU KUAH ROJAK ASLI 200G,PKS2878,1, RM2.50 ,118.6,0,8.8,3.2,2.50
10/3/2023,355.8,0,26.4,9.6,SAJIKU KUAH ROJAK ASLI 300G,PKS1642,3, RM4.10 ,118.6,0,8.8,3.2,12.30
10/2/2023,118.6,0,8.8,3.2,SAJIKU KUAH ROJAK ASLI 300G,PKS1642,1, RM3.40 ,118.6,0,8.8,3.2,3.40
9/9/2023,990,41.8,165,27.5,SAN REMO MACARONI 500G,PKS0712,11, RM4.20 ,90,3.8,15,2.5,46.20
23/2/2023,90,3.8,15,2.5,SAN REMO SPAGHETTI 500G,PKS0709,1, RM4.42 ,90,3.8,15,2.5,4.42
27/7/2023,83.2,0,3.2,0,SANWA RAINBOW SOUR BELT 40PCS,PKS6206,1, RM7.40 ,83.2,0,3.2,0,7.40
13/2/2023,411.36,9.6,24,14.88,SAYANGKU WAFER ROLL CHOCO 500G,PKS0893,1, RM6.38 ,411.36,9.6,24,14.88,6.38
18/3/2023,1645.44,38.4,96,59.52,SAYANGKU WAFER ROLL MIX 1000G,PKS0895,4, RM6.38 ,411.36,9.6,24,14.88,25.52
18/3/2023,1645.44,38.4,96,59.52,SAYANGKU WAFER ROLL MIX 1000G,PKS0895,4, RM6.38 ,411.36,9.6,24,14.88,25.52
18/3/2023,1028.4,24,60,37.2,SAYANGKU WAFER ROLL STRAW 750G,PKS0894,1, RM12.67 ,1028.4,24,60,37.2,12.67
20/3/2023,720,0,10,230,SCH JEJARI UBI KAYU MASIN 1KG,PKS4097,1, RM8.50 ,720,0,10,230,8.50
6/2/2023,374.4,0,5.2,119.6,SCH JEJARI UBI KAYU PEDAS 520G,PKS0293,1, RM4.46 ,374.4,0,5.2,119.6,4.46
19/6/2023,60,0,20,120,SCH KACANG BALI 200G,PKS0067,1, RM2.78 ,60,0,20,120,2.78
19/5/2023,210,0,70,420,SCH KACANG BALI 700G,PKS0058,1, RM8.51 ,210,0,70,420,8.51
19/5/2023,371,0,126,161,SCH KACANG IKAN 700G,PKS0057,1, RM7.56 ,371,0,126,161,7.56
19/5/2023,106,0,36,46,SCH KACANG KOKO 200G,PKS0079,1, RM2.47 ,106,0,36,46,2.47
27/7/2023,106,0,36,46,SCH KACANG MASIN 200G,PKS0064,1, RM2.78 ,106,0,36,46,2.78
