Date,Carbohydrates,Fiber,Protein,Fat,Item Description,Item Code,Quantity,Unit Price,Carbohydrates (g),Fiber (g),Protein (g),Fat (g),Total Price
31/1/2023,129.6,43.2,0,0,DOLPHIN NATA DE COCO W/LYCHEE DRINK 800G,PKS6292,2, RM3.70 ,64.8,21.6,0,0,7.40
31/1/2023,129.6,43.2,0,0,DOLPHIN NATA DE COCO W/MANGO DRINK 430G,PKS6294,4, RM2.40 ,32.4,10.8,0,0,9.60
31/1/2023,64.8,21.6,0,0,DOLPHIN NATA DE COCO W/MANGO DRINK 800G,PKS6291,1, RM3.70 ,64.8,21.6,0,0,3.70
31/1/2023,129.6,43.2,0,0,DOLPHIN NATA DE COCO W/STRAW DRINK 800G,PKS6290,2, RM3.70 ,64.8,21.6,0,0,7.40
31/1/2023,66,13.5,0,0,DOLPHIN YOGO SNAPZ FRUITS PUDDING STICK 45MLX8PCS,PKS6303,3, RM2.50 ,22,4.5,0,0,7.50
26/6/2023,22,4.5,0,0,DOLPHIN YOGO SNAPZ FRUITS PUDDING STICK 45MLX8PCS,PKS6303,1, RM2.40 ,22,4.5,0,0,2.40
1/9/2023,46.15,1.17,3.185,10.53,DOUBLE DECKER CHICKEN CRACKER 65G (NEW),PKS6431,1, RM1.65 ,46.15,1.17,3.19,10.53,1.65
15/9/2023,102.56,6.88,23.04,19.2,DOUBLE DECKER GREEN PEAS CRACKER 80G (NEW),PKS6469,2, RM1.65 ,51.28,3.44,11.52,9.6,3.30
1/9/2023,153.84,10.32,34.56,28.8,DOUBLE DECKER GREEN PEAS CRACKER 80G (NEW),PKS6469,3, RM1.65 ,51.28,3.44,11.52,9.6,4.95
9/6/2023,261.9,17.1,25.2,147.6,DOUBLE DECKER MINI CHIC 30PCS,PKS0195,1, RM8.70 ,261.9,17.1,25.2,147.6,8.70
16/8/2023,2095.2,136.8,201.6,1180.8,DOUBLE DECKER MINI PRAWN 30PCS,PKS0196,8, RM8.70 ,261.9,17.1,25.2,147.6,69.60
15/5/2023,69.84,4.56,6.72,39.36,DOUBLE DECKER PRAWN FAMILY PACK 8PCS,PKS0905,1, RM2.55 ,69.84,4.56,6.72,39.36,2.55
21/2/2023,108.1,0,0,0,DRAWING RULER+LOLLIPOP 30PCS,PKS1001,1, RM8.20 ,108.1,0,0,0,8.20
3/1/2023,108.1,0,0,0,DRAWING RULER+LOLLIPOP 30PCS,PKS1001,1, RM8.20 ,108.1,0,0,0,8.20
8/4/2023,18.8,0,6.3,3.8,DUTCH LADY BANANA 200ML,PKS6127,1, RM31.92 ,18.8,0,6.3,3.8,31.92
8/4/2023,18.8,0,6.3,3.8,DUTCH LADY BANANA 200ML,PKS6127,53, RM7.98 ,0.35,0,0.12,0.07,422.94
7/1/2023,996.4,0,333.9,201.4,DUTCH LADY BANANA 200ML,PKS6127,1, RM1.44 ,996.4,0,333.9,201.4,1.44
6/2/2023,84,0,26,13.2,DUTCH LADY CHOCO 1LIT,PKS2617,1, RM5.71 ,84,0,26,13.2,5.71
23/8/2023,10.5,0,3.25,1.625,DUTCH LADY CHOCOLATE MILK 125ML,PKS6126,1, RM18.96 ,10.5,0,3.25,1.63,18.96
3/1/2023,669.6,0,446.4,460.35,DUTCH LADY FRESH MILK 450ML,PKS1185,31, RM3.82 ,21.6,0,14.4,14.85,118.42
30/3/2023,144,0,96,99,DUTCH LADY FULL CREAM 1LIT,PKS2614,3, RM5.57 ,48,0,32,33,16.71
7/1/2023,57,0,26,12,DUTCH LADY LOW FAT 1LIT,PKS2615,1, RM6.05 ,57,0,26,12,6.05
8/4/2023,22.8,0,10.4,4.8,DUTCH LADY LOW FAT 200ML,PKS4778,2, RM1.33 ,11.4,0,5.2,2.4,2.66
31/1/2023,615.6,0,280.8,129.6,DUTCH LADY LOW FAT 450ML,PKS1714,24, RM3.73 ,25.65,0,11.7,5.4,89.52
8/4/2023,25.65,0,11.7,5.4,DUTCH LADY LOW FAT 450ML,PKS1714,1, RM3.73 ,25.65,0,11.7,5.4,3.73
6/2/2023,1008,0,364,182,DUTCH LADY STRAWBERRY 1LIT,PKS5283,14, RM5.71 ,72,0,26,13,79.94
16/2/2023,151.8,0,96.6,1614.6,EMBORG WHIPPING CREAM 200ML,PKS5896,23, RM6.85 ,6.6,0,4.2,70.2,157.55
10/3/2023,806,0,74,4.7,ERAWAN TEPUNG BERAS 1KG,PKS1959,1, RM3.40 ,806,0,74,4.7,3.40
10/3/2023,2821,0,259,16.45,ERAWAN TEPUNG BERAS 500G,PKS2043,7, RM1.75 ,403,0,37,2.35,12.25
10/2/2023,403,0,37,2.35,ERAWAN TEPUNG BERAS 500G,PKS2043,1, RM1.75 ,403,0,37,2.35,1.75
16/3/2023,6.16,0,102.08,40.88,ES SARDINES 400G,PKS5799,2, RM3.50 ,3.08,0,51.04,20.44,7.00
13/6/2023,648.6,0,0,0,EYE GUMMY LIGHT LOLLIPOP 60PCS,PKS5968,6, RM17.60 ,108.1,0,0,0,105.60
1/6/2023,864.8,0,0,0,EYE GUMMY LIGHT LOLLIPOP 60PCS,PKS5968,8, RM17.60 ,108.1,0,0,0,140.80
18/2/2023,11025,0,0,0,F&N SARSI 1.5LIT,PKS1353,150, RM34.20 ,73.5,0,0,0,5130.00
4/9/2023,220.5,0,0,0,F&N SARSI 1.5LIT,PKS1353,3, RM35.30 ,73.5,0,0,0,105.90
4/9/2023,73.5,0,0,0,F&N SARSI 1.5LIT,PKS1353,1, RM35.30 ,73.5,0,0,0,35.30
15/6/2023,13.25,0,3.75,2.5,F&N SEASONS SOYA 250ML,PKS4596,1, RM20.88 ,13.25,0,3.75,2.5,20.88
15/7/2023,400,0,88,48,FARM FRESH YOGURT MANGO TANGO 125ML,PKS6436,32, RM1.15 ,12.5,0,2.75,1.5,36.80
15/7/2023,400,0,88,48,FARM FRESH YOGURT STRAW BERRIES 125ML,PKS6435,32, RM1.15 ,12.5,0,2.75,1.5,36.80
30/3/2023,101.7,0,2.825,5.085,FERRY BRAND KING LONGAN 565G,PKS5535,1, RM6.00 ,101.7,0,2.83,5.09,6.00
16/2/2023,0,0,487.32,242.76,FIRST PRIDE BBQ CHICKEN 600G,PKS5731,3, RM12.50 ,0,0,162.44,80.92,37.50
23/5/2023,2400,0,0,0,FRESH FRUIT JELLY 20PCS,PKS4086,20, RM6.00 ,120,0,0,0,120.00
5/7/2023,120,13.2,10.5,22.2,FRITTOS KACANG CHAMPION 30PCS,PKS1097,1, RM5.88 ,120,13.2,10.5,22.2,5.88
23/3/2023,140,0,80,165,FRITTOS MURUKU BINTANG 500G,PKS1088,1, RM3.60 ,140,0,80,165,3.60
5/7/2023,225,0,30,215,FRITTOS MURUKU HALUS 500G,PKS1094,1, RM3.60 ,225,0,30,215,3.60
23/3/2023,140,0,80,165,FRITTOS MURUKU IKAN 500G,PKS1090,1, RM3.60 ,140,0,80,165,3.60
23/3/2023,140,0,80,165,FRITTOS MURUKU IKAN SWEET&SPICY 500G,PKS1093,1, RM3.80 ,140,0,80,165,3.80
5/7/2023,140,0,80,165,FRITTOS MURUKU IKAN SWEET&SPICY 500G,PKS1093,1, RM3.80 ,140,0,80,165,3.80
5/7/2023,140,0,80,165,FRITTOS MURUKU KARI SATAY 500G,PKS1089,1, RM3.80 ,140,0,80,165,3.80
12/5/2023,40320,0,3888,11088,FRONTIER TOPFER W/STICK CHOCO 40PCS,PKS0339,36, RM4.40 ,1120,0,108,308,158.40
12/5/2023,40320,0,3888,11088,FRONTIER TOPFER W/STICK VANILA 40PCS,PKS0340,36, RM4.40 ,1120,0,108,308,158.40
5/7/2023,75.3,0,0,0,FRUIT TWISTER LOLLIPOP 24PCS,PKS1841,1, RM0.30 ,75.3,0,0,0,0.30
12/9/2023,22,0,0,0,FUNNY SPRAY 20PCS,PKS6274,1, RM6.00 ,22,0,0,0,6.00
11/2/2023,8150,0,750,90,GAJAH TEPUNG BERAS 1KG,PKS1257,10, RM3.30 ,815,0,75,9,33.00
10/2/2023,815,0,75,9,GAJAH TEPUNG BERAS 1KG,PKS1257,1, RM3.30 ,815,0,75,9,3.30
30/3/2023,407.5,0,37.5,4.5,GAJAH TEPUNG BERAS 500G,PKS1586,1, RM1.75 ,407.5,0,37.5,4.5,1.75
15/8/2023,93,0,0,0,GAS CANISTERS SPRAY 30PCS,PKS3592,1, RM9.00 ,93,0,0,0,9.00
12/9/2023,93,0,0,0,GAS CANISTERS SPRAY 30PCS,PKS3592,1, RM9.00 ,93,0,0,0,9.00
9/9/2023,0,0,0,837.5,GHEE MINYAK SAPI TULIN 125G,PKS2331,1, RM9.50 ,0,0,0,837.5,9.50
16/5/2023,33,0,0,0,GIANT JUICY ROLLER SYRUP CANDY 30PCS,PKS3957,1, RM9.00 ,33,0,0,0,9.00
11/7/2023,12,0,0,0,GLINTER SPARKLING GREEN APPLE 350ML,PKS3764,1, RM1.90 ,12,0,0,0,1.90
8/8/2023,440,20,40,180,GOLD COIN CHOCOLATE 100PCS,PKS1003,1, RM7.00 ,440,20,40,180,7.00
4/9/2023,299,0,8.5,53,GOLD COIN KOPI&TARIK K/MANIS 500G,PKS1021,1, RM3.30 ,299,0,8.5,53,3.30
16/2/2023,1.5,0,65,55.5,GUD SHREDDED MOZZARELLA 250G,PKS5891,1, RM12.00 ,1.5,0,65,55.5,12.00
31/3/2023,999,0,0,0,GULA PRAI 1KG,PKS1527,1, RM66.50 ,999,0,0,0,66.50
13/6/2023,11040,0,0,0,H&H RULER WATERMELON B.GUM 30PCS,PKS4763,16, RM8.80 ,690,0,0,0,140.80
23/2/2023,320.4,0,8,1.6,HARIMAU SERBUK ASAM 400G,PKS0460,1, RM4.30 ,320.4,0,8,1.6,4.30
26/6/2023,14,0,0,0,HAUS BOOM CHEERS KING COLA 325ML,PKS6375,1, RM1.05 ,14,0,0,0,1.05
26/6/2023,14,0,0,0,HAUS BOOM CHEERS ORANGE 325ML,PKS6377,1, RM1.05 ,14,0,0,0,1.05
17/4/2023,312,0,24,144,HELLO PANDA CHOC 43G,PKS5841,12, RM2.30 ,26,0,2,12,27.60
17/4/2023,390,0,30,180,HELLO PANDA STRAWBERRY 43G,PKS5840,15, RM2.30 ,26,0,2,12,34.50
15/8/2023,24,0,2,12.6,HEPIN CHOCOLATE GOOD! 40G,PKS2235,1, RM1.90 ,24,0,2,12.6,1.90
15/2/2023,102.24,0,13.28,38.4,HET MARJERIN ROTI KOK 160G+-,PKS4940,15, RM2.55 ,6.82,0,0.89,2.56,38.25
10/2/2023,102,0,21.25,0,HOBE RED KIDNEY BEANS 425G,PKS0744,1, RM3.10 ,102,0,21.25,0,3.10
18/1/2023,357.5,0,825,1375,HOGOMAS / BESBITE KUACI 110G,PKS4159,25, RM1.85 ,14.3,0,33,55,46.25
21/2/2023,4800,0,0,0,HORSE POPPING LOLLIPOP 30PCS,PKS5997,10, RM8.80 ,480,0,0,0,88.00
14/9/2023,290,0,10,30,HPG HAW FLAKES 10PCS,PKS1239,1, RM0.89 ,290,0,10,30,0.89
24/8/2023,12876,0,444,1332,HPG HAW FLAKES 12PCS,PKS3281,37, RM3.40 ,348,0,12,36,125.80
23/2/2023,348,0,12,36,HPG HAW FLAKES 12PCS,PKS3281,1, RM3.60 ,348,0,12,36,3.60
14/9/2023,25056,0,864,2592,HPG HAW FLAKES 12PCS,PKS3281,72, RM3.40 ,348,0,12,36,244.80
14/9/2023,50112,0,1728,5184,HPG HAW FLAKES 12PCS,PKS3281,144, RM3.40 ,348,0,12,36,489.60
14/9/2023,696,0,24,72,HPG HAW FLAKES 12PCS,PKS3281,2, RM3.40 ,348,0,12,36,6.80
14/9/2023,2784,0,96,288,HPG HAW FLAKES 12PCS,PKS3281,8, RM3.40 ,348,0,12,36,27.20
23/2/2023,23.2,3.2,2,14,HPG MACARONS LEMON 80PCS,PKS1553,1, RM4.80 ,23.2,3.2,2,14,4.80
23/2/2023,80,0,0,0,HPG SLICE KONJAC JELLY CANDY 40PCS,PKS6182,1, RM11.30 ,80,0,0,0,11.30
28/6/2023,6400,0,0,0,HSH LOLLIPOP 40PCS,PKS0268,10, RM6.70 ,640,0,0,0,67.00
21/6/2023,1280,0,0,0,HSH LOLLIPOP 40PCS,PKS0268,2, RM6.70 ,640,0,0,0,13.40
15/5/2023,88,0,8,24,HUP SENG TEDDY BISCUITS 120G,PKS4107,1, RM2.50 ,88,0,8,24,2.50
15/8/2023,20,0,0,0,ICE BREAKERS MINTS 20PCS,PKS6526,1, RM13.00 ,20,0,0,0,13.00
14/8/2023,180.72,0,0,0,ICE CREAM FRUIT FLAVOR 24PCS,PKS1460,1, RM7.10 ,180.72,0,0,0,7.10
14/8/2023,1084.32,0,0,0,ICE CREAM FRUIT FLAVOR 24PCS,PKS1460,6, RM0.30 ,180.72,0,0,0,1.80
21/2/2023,7134.6,0,0,0,ICE CREAM LOLLIPOP 30PCS,PKS6243,22, RM9.00 ,324.3,0,0,0,198.00
13/6/2023,2594.4,0,0,0,ICE CREAM LOLLIPOP 30PCS,PKS6243,8, RM9.00 ,324.3,0,0,0,72.00
3/2/2023,272,16,32,72,JACOB'S WEETAMEAL 8PCS (BOX),PKS3074,2, RM5.09 ,136,8,16,36,10.18
10/2/2023,712.8,0,79.2,0,JALEN KICAP MASIN 325ML,PKS1954,9, RM3.04 ,79.2,0,8.8,0,27.36
24/2/2023,15440,0,1420,580,JATI BERAS JELAPANG 10KG,PKS1523,2, RM27.72 ,7720,0,710,290,55.44
24/2/2023,15440,0,1420,580,JATI BERAS JELAPANG 10KG,PKS1523,2, RM27.72 ,7720,0,710,290,55.44
22/9/2023,7720,0,710,290,JATI BERAS JELAPANG 10KG,PKS1523,1, RM30.99 ,7720,0,710,290,30.99
22/5/2023,7720,0,710,290,JATI BERAS JELAPANG 10KG,PKS1523,1, RM28.81 ,7720,0,710,290,28.81
21/7/2023,7720,0,710,290,JATI BERAS JELAPANG 10KG,PKS1523,1, RM30.99 ,7720,0,710,290,30.99
16/1/2023,7720,0,710,290,JATI BERAS JELAPANG 10KG,PKS1523,1, RM27.72 ,7720,0,710,290,27.72
5/4/2023,15440,0,1420,580,JATI BERAS JELAPANG 10KG,PKS1523,2, RM28.81 ,7720,0,710,290,57.62
24/8/2023,11580,0,1065,435,JATI BERAS JELAPANG 5KG,PKS3240,3, RM15.84 ,3860,0,355,145,47.52
24/2/2023,3860,0,355,145,JATI BERAS JELAPANG 5KG,PKS3240,1, RM14.16 ,3860,0,355,145,14.16
22/5/2023,3860,0,355,145,JATI BERAS JELAPANG 5KG,PKS3240,1, RM14.70 ,3860,0,355,145,14.70
17/3/2023,3860,0,355,145,JATI BERAS JELAPANG 5KG,PKS3240,1, RM14.16 ,3860,0,355,145,14.16
10/5/2023,76,0,0,0,JAYER PUDDING JELLY+POP CANDY 20GX10PCS,PKS6280,1, RM6.25 ,76,0,0,0,6.25
11/8/2023,0.6,0,0,0,JAYER RAINBOW PUDDING JELLY 2PACKS,PKS2381,1, RM1.45 ,0.6,0,0,0,1.45
10/5/2023,1190.4,0,0,0,JAYER RAINBOW PUDDING JELLY 32PCS,PKS3766,62, RM16.64 ,19.2,0,0,0,1031.68
10/5/2023,345.6,0,0,0,JAYER RAINBOW PUDDING JELLY 32PCS,PKS3766,18, RM0.52 ,19.2,0,0,0,9.36
16/5/2023,97.2,0,0,0,JERY~Q JELLY NATA DRINK 12PCS,PKS5821,1, RM8.20 ,97.2,0,0,0,8.20
4/7/2023,235.2,0,32.16,181.92,JnJ POTATO CHIPS CILI SALSA 60G,PKS0849,8, RM2.13 ,29.4,0,4.02,22.74,17.04
5/9/2023,147,0,20.1,113.7,JnJ ROLLER COASTER BBQ 60G,PKS0605,5, RM16.72 ,29.4,0,4.02,22.74,83.60
12/5/2023,48,0,16,41.6,JOMEI BISKUT OK GO MELON 210G,PKS5864,1, RM4.20 ,48,0,16,41.6,4.20
3/7/2023,625.56,0,21.84,74.88,JOMEI JAYA CHEWY 30PCS,PKS1452,2, RM7.80 ,312.78,0,10.92,37.44,15.60
22/2/2023,840,0,23,0,JOMEI MARSHMALLOW 500G,PKS3491,2, RM7.00 ,420,0,11.5,0,14.00
19/4/2023,2100,0,57.5,0,JOMEI MARSHMALLOW 500G,PKS3491,5, RM7.00 ,420,0,11.5,0,35.00
12/5/2023,420,0,11.5,0,JOMEI MARSHMALLOW 500G,PKS3491,1, RM7.00 ,420,0,11.5,0,7.00
10/8/2023,420,0,11.5,0,JOMEI MARSHMALLOW 500G,PKS3491,1, RM7.00 ,420,0,11.5,0,7.00
3/7/2023,420,0,11.5,0,JOMEI MARSHMALLOW 500G,PKS3491,1, RM7.00 ,420,0,11.5,0,7.00
22/2/2023,413.5,0,12,43,JOMEI STONE CANDY 500G,PKS0601,1, RM6.00 ,413.5,0,12,43,6.00
3/7/2023,413.5,0,12,43,JOMEI STONE CANDY 500G,PKS0601,1, RM6.00 ,413.5,0,12,43,6.00
7/7/2023,131.4,0,27.45,0,JOMEI XL SOUR FRUIT POWDER 30PCS,PKS4155,1, RM7.80 ,131.4,0,27.45,0,7.80
24/2/2023,128,8,16,48,JULIE'S OAT 25 TEN GRAIN 12PCS,PKS4574,2, RM14.40 ,64,4,8,24,28.80
25/8/2023,1644.864,74.88,202.176,586.56,JULIE'S SUGAR CRACKERS 416G,PKS0931,6, RM3.30 ,274.14,12.48,33.7,97.76,19.80
22/9/2023,274.144,12.48,33.696,97.76,JULIE'S SUGAR CRACKERS 416G,PKS0931,1, RM2.85 ,274.14,12.48,33.7,97.76,2.85
20/7/2023,61.2,1.7,5.1,0,KELLOGG'S SCHOOL PACK 170GX6PCS,PKS4361,6, RM7.38 ,10.2,0.28,0.85,0,44.28
13/6/2023,22,0,0,0,KHY BIG CRYSTAL LOLLIPOP,PKS4209,1, RM1.30 ,22,0,0,0,1.30
20/6/2023,93.44,0,19.52,0,KHY BIG SOUR FRUIT POWDER 20PCS+2PCS,PKS4684,1, RM6.10 ,93.44,0,19.52,0,6.10
16/5/2023,240,0,0,0,KHY RAINBOW GUM W SOUR POWDER 50PCS,PKS4740,1, RM3.40 ,240,0,0,0,3.40
4/7/2023,93.44,0,19.52,0,KHY SOUR FRUIT POWDER 30+3PCS,PKS6474,1, RM4.90 ,93.44,0,19.52,0,4.90
20/6/2023,60,1,8,10,KHY TAMAGO (II) / EGGO HERO,PKS4686,1, RM0.75 ,60,1,8,10,0.75
4/7/2023,60,1,8,10,KHY TAMAGO (II) / EGGO HERO,PKS4686,1, RM0.75 ,60,1,8,10,0.75
30/3/2023,1377.72,0,294.12,15.48,KIMBALL PATI TOMATO 430G,PKS0730,36, RM4.30 ,38.27,0,8.17,0.43,154.80
17/7/2023,612.32,0,130.72,6.88,KIMBALL PATI TOMATO 430G,PKS0730,16, RM5.20 ,38.27,0,8.17,0.43,83.20
15/5/2023,38.27,0,8.17,0.43,KIMBALL PATI TOMATO 430G,PKS0730,1, RM4.30 ,38.27,0,8.17,0.43,4.30
6/2/2023,38.27,0,8.17,0.43,KIMBALL PATI TOMATO 430G,PKS0730,1, RM4.30 ,38.27,0,8.17,0.43,4.30
10/3/2023,3124,0,44,22,KIMBALL SOS BBQ 1KG,PKS3148,11, RM8.60 ,284,0,4,2,94.60
6/2/2023,2272,0,32,16,KIMBALL SOS BBQ 1KG,PKS3148,8, RM7.94 ,284,0,4,2,63.52
29/5/2023,2132.82,0,23.12,5.78,KIMBALL SOS CILI 340G,PKS0585,17, RM2.67 ,125.46,0,1.36,0.34,45.39
4/8/2023,125.46,0,1.36,0.34,KIMBALL SOS CILI 340G,PKS0585,1, RM2.67 ,125.46,0,1.36,0.34,2.67
29/5/2023,553.5,0,6,1.5,KIMBALL SOS CILI 500G,PKS0750,3, RM3.51 ,184.5,0,2,0.5,10.53
16/1/2023,560,0,72,132,KIMBALL SOS KEJU 1KG,PKS5078,4, RM9.55 ,140,0,18,33,38.20
17/7/2023,536,0,10,1,KIMBALL SOS LADA HITAM 1KG,PKS0691,2, RM6.85 ,268,0,5,0.5,13.70
6/2/2023,3216,0,60,6,KIMBALL SOS LADA HITAM 1KG,PKS0691,12, RM6.85 ,268,0,5,0.5,82.20
6/2/2023,493.5,0,52.5,31.5,KIMBALL SOS PASTA TRADISIONAL 350G,PKS3147,10, RM4.21 ,49.35,0,5.25,3.15,42.10
29/5/2023,1288.77,0,71.4,0,KIMBALL SOS TIRAM 255G,PKS0808,14, RM3.28 ,92.06,0,5.1,0,45.92
6/2/2023,1024,0,28,0,KIMBALL SOS TOMATO 1KG,PKS0693,4, RM4.43 ,256,0,7,0,17.72
12/8/2023,1248,0,34.125,0,KIMBALL SOS TOMATO 325G,PKS0811,15, RM2.88 ,83.2,0,2.28,0,43.20
21/8/2023,124.16,0,3.395,0,KIMBALL SOS TOMATO 485G,PKS0809,1, RM4.10 ,124.16,0,3.4,0,4.10
4/8/2023,124.16,0,3.395,0,KIMBALL SOS TOMATO 485G,PKS0809,1, RM4.10 ,124.16,0,3.4,0,4.10
15/5/2023,53.55,0,2.975,7.65,KIMBALL SUP TOMATO 425G,PKS0729,3, RM3.34 ,17.85,0,0.99,2.55,10.02
10/2/2023,53.55,0,2.975,7.65,KIMBALL SUP TOMATO 425G,PKS0729,1, RM3.21 ,53.55,0,2.98,7.65,3.21
4/8/2023,160.65,0,8.925,22.95,KIMBALL SUP TOMATO 425G,PKS0729,1, RM3.75 ,160.65,0,8.93,22.95,3.75
24/5/2023,8.5,0,59.5,19.975,KING CUP SARDINES 425G,PKS2872,1, RM7.45 ,8.5,0,59.5,19.98,7.45
9/5/2023,10.3,0,1.2,4.8,KITKAT 35G 4F,PKS2030,1, RM2.42 ,10.3,0,1.2,4.8,2.42
14/1/2023,226,0,33.6,113.2,KITKAT CHUNKY RAISIN & COOKIES 38G,PKS5999,4, RM2.52 ,56.5,0,8.4,28.3,10.08
16/2/2023,592,0,652,84,KLFC MARINATED S/B CHICKEN CHOP 1KG,PKS5890,4, RM22.58 ,148,0,163,21,90.32
16/2/2023,511,0,591.5,273,KLFC TERIYAKI CHICKEN WITH SAUCE 350G,PKS5899,10, RM11.86 ,51.1,0,59.15,27.3,118.60
16/8/2023,2560,0,256,128,KOKO HARIMAU 40PCS,PKS0206,16, RM7.50 ,160,0,16,8,120.00
15/9/2023,160,0,16,8,KOKO TIGER 40PCS,PKS0207,1, RM6.80 ,160,0,16,8,6.80
3/6/2023,240,8,24,92,KOKO TUBE SOFT CHOC 80PCS,PKS2616,1, RM7.20 ,240,8,24,92,7.20
1/6/2023,31.724,0,0,0,KONNYAKU MIXED FRUIT KONJAC JELLY 12PCS,PKS6271,1, RM3.20 ,31.72,0,0,0,3.20
22/8/2023,7440,0,240,0,LEISURE TIME LONG MARSHMALLOW 24PCS,PKS1798,20, RM7.68 ,372,0,12,0,153.60
22/8/2023,1860,0,60,0,LEISURE TIME LONG MARSHMALLOW 24PCS,PKS1798,5, RM12.72 ,372,0,12,0,63.60
10/2/2023,323.4,19.8,0,0,LIFE SOS CILI 330G,PKS0721,2, RM2.60 ,161.7,9.9,0,0,5.20
13/6/2023,19.8,0,2.7,8.1,LOVELY COTTON CANDY 90G+-,PKS2421,1, RM1.70 ,19.8,0,2.7,8.1,1.70
16/2/2023,22.5,0,18.75,2925,LURPAK BUTTER S/SALTED 250G,PKS5898,15, RM10.50 ,1.5,0,1.25,195,157.50
16/2/2023,16.5,0,13.75,2145,LURPAK BUTTER UNSALTED 250G,PKS5897,11, RM8.90 ,1.5,0,1.25,195,97.90
21/9/2023,34734.7,0,2402.4,9509.5,M&M FUN SIZE PEANUT 13BAGS (175.5G),PKS0884,22, RM11.25 ,1578.85,0,109.2,432.25,247.50
21/9/2023,1443.05,112.7,242.55,634.55,M&M 'S CHOCOLATE CANDIES 175.5G,PKS5053,14, RM12.42 ,103.08,8.05,17.33,45.33,173.88
3/2/2023,244,0,38.5,73,MAGGI 2MNT BIG AYAM 5PCS,PKS3472,1, RM4.95 ,244,0,38.5,73,4.95
14/3/2023,8,0,12,4,MAGGI KIUB PATI IKAN BILIS 6X10G,PKS2241,1, RM2.83 ,8,0,12,4,2.83
14/3/2023,220,0,88,88,MAGGI KIUB PATI TOM YAM 6X10G,PKS2242,11, RM2.83 ,20,0,8,8,31.13
3/2/2023,219.5,0,33,78,MAGGI MI GORENG SAMBAL T/BILIS 5PCS,PKS2764,1, RM5.79 ,219.5,0,33,78,5.79
3/2/2023,95.62,5.04,16.1,4.9,MAGGI PAZZTA MUSHROOM PENNE 70G,PKS2654,2, RM2.79 ,47.81,2.52,8.05,2.45,5.58
23/6/2023,56.823,0,7.626,20.181,MAGGI PEDAS GILER AYAM BAKAR 93G (BOWL),PKS4121,1, RM3.63 ,56.82,0,7.63,20.18,3.63
25/8/2023,1281.408,0,203.04,471.504,MAGGI PEDAS GILER CHEEZY BERAPI 94G (BOWL),PKS6266,24, RM4.25 ,53.39,0,8.46,19.65,102.00
3/2/2023,59.461,0,8.148,20.661,MAGGI PEDAS GILER SEA FOOD 97G (BOWL),PKS4315,1, RM3.18 ,59.46,0,8.15,20.66,3.18
19/8/2023,224,0,32.5,88.5,MAGGI PEDAS GILER TOM YUMMZ 5PCS,PKS4542,1, RM8.50 ,224,0,32.5,88.5,8.50
5/7/2023,153,0,7.8,99,MAGIC LIPSTICK CANDY 30PCS,PKS6310,3, RM9.00 ,51,0,2.6,33,27.00
9/9/2023,72,0,9,36,MAMA SEDAP BAWANG GORENG 180G,PKS0784,1, RM2.50 ,72,0,9,36,2.50
9/9/2023,579.6,0,928.8,1771.2,MAMA SEDAP K/TANAH HANCURAN 300G,PKS0785,12, RM4.40 ,48.3,0,77.4,147.6,52.80
21/7/2023,1121.4,0,210.6,331.2,MAMEE MONSTER LADA HITAM 8PCS,PKS3712,9, RM2.90 ,124.6,0,23.4,36.8,26.10
30/3/2023,903,0,30,150,MARIGOLD K&T SWEET CREAMER 500G,PKS0412,3, RM2.92 ,301,0,10,50,8.76
17/7/2023,301,0,10,50,MARIGOLD K&T SWEET CREAMER 500G,PKS0412,1, RM2.90 ,301,0,10,50,2.90
16/2/2023,6923,0,230,1150,MARIGOLD K&T SWEET CREAMER 500G,PKS0412,23, RM2.02 ,301,0,10,50,46.46
30/3/2023,84.24,0,29.64,65.52,MARIGOLD KRIMER SEJAT 390G,PKS1290,2, RM3.06 ,42.12,0,14.82,32.76,6.12
17/7/2023,84.24,0,29.64,65.52,MARIGOLD KRIMER SEJAT 390G,PKS1290,2, RM2.96 ,42.12,0,14.82,32.76,5.92
16/2/2023,589.68,0,207.48,458.64,MARIGOLD KRIMER SEJAT 390G,PKS1290,14, RM3.06 ,42.12,0,14.82,32.76,42.84
4/8/2023,252.72,0,88.92,196.56,MARIGOLD KRIMER SEJAT 390G,PKS1290,6, RM3.06 ,42.12,0,14.82,32.76,18.36
1/2/2023,26.775,0,167.025,116.025,MARINA SARDIN 425G,PKS2525,3, RM5.86 ,8.93,0,55.68,38.68,17.58
21/2/2023,279,0,18,27,MARSHMALLOW CHOCOLATE 30PCS,PKS0995,3, RM8.80 ,93,0,6,9,26.40
8/8/2023,186,0,12,18,MARSHMALLOW CHOCOLATE 30PCS,PKS0995,2, RM8.80 ,93,0,6,9,17.60
1/3/2023,93,0,6,9,MARSHMALLOW CHOCOLATE 30PCS,PKS0995,1, RM8.80 ,93,0,6,9,8.80
20/7/2023,1122,66,66,330,MCCAIN ORIGINAL FRIES CRINKLE CUT 600G,PKS0496,6, RM8.25 ,187,11,11,55,49.50
20/7/2023,2992,176,176,616,MCCAIN ORIGINAL FRIES STRAIGHT CUT 600G,PKS0499,16, RM8.25 ,187,11,11,38.5,132.00
14/2/2023,64,0,64,160,MEG SLICES CHEESE 8SLICES,PKS6087,4, RM3.95 ,16,0,16,40,15.80
