date,actual,predicted_train,predicted_test
2023-02-05,507.716,507.7153015136719,
2023-02-12,108.96,108.96067810058594,
2023-02-19,310.16,310.1595153808594,
2023-02-26,1157.5,1157.498779296875,
2023-03-05,1.0,0.9998829960823059,
2023-03-12,263.025,263.0256652832031,
2023-03-19,101.8,101.79983520507812,
2023-03-26,234.89,234.89083862304688,
2023-04-02,105.0,104.9998779296875,
2023-04-09,0.0,-0.00034105550730600953,
2023-04-16,17.0,17.000097274780273,
2023-04-23,62.0,62.0,
2023-04-30,0.0,0.00039914026274345815,
2023-05-07,42.0,42.00117111206055,
2023-05-14,268.048,268.04730224609375,
2023-05-21,358.7,358.7003173828125,
2023-05-28,0.0,0.00039762316737324,
2023-06-04,253.482,253.48123168945312,
2023-06-11,99.64,99.64043426513672,
2023-06-18,35.1,35.09890365600586,
2023-06-25,2.2,2.199979066848755,
2023-07-02,309.185,309.18524169921875,
2023-07-09,150.785,150.7847900390625,
2023-07-16,0.0,0.0005544042214751244,
2023-07-23,545.3,545.3003540039062,
2023-07-30,975.35,975.3496704101562,
2023-08-06,0.0,,0.02221854031085968
2023-08-13,20.0,,19.450693130493164
2023-08-20,1626.4150000000002,,1157.4986572265625
2023-08-27,268.88,,270.1903076171875
2023-09-03,404.41,,358.7438659667969
2023-09-10,496.172,,358.6724853515625
2023-09-17,30.84,,21.178464889526367
2023-09-24,135.68,,109.9805908203125
